transaction_id,customer_id,tran_date,prod_sub_cat_code,prod_cat_code,Qty,Rate,Discount,total_amt,Store_type
997630195,272165,2017.4.26,4,4,5,20350,,101750,OnlineShop
1005624896,270724,2017.7.1,8,3,3,50700,,152100,Homeshopping
1008646967,273414,2019.8.13,5,3,4,35550,,142200,OnlineShop
1010994009,268133,2017.11.8,2,6,5,24550,,122750,OnlineShop
1011227343,273962,2017.10.15,8,3,5,38800,,194000,DepartmentStore
1017044430,269857,2019.9.26,10,6,3,13850,,41550,OnlineShop
1017193935,268607,2017.11.16,10,5,5,32900,,164500,DepartmentStore
1025103859,267669,2020.1.17,11,5,2,16650,,33300,Flagship store
1025879720,274006,2018.8.24,7,5,2,17950,,35900,Homeshopping
1045770123,273684,2017.9.26,11,6,3,31600,,94800,Homeshopping
1048261808,270170,2018.4.5,3,5,4,36050,,144200,OnlineShop
1053429698,272152,2017.4.10,10,5,4,28100,,112400,DepartmentStore
1061032496,272607,2020.1.31,9,3,5,46200,,231000,DepartmentStore
1063903225,274265,2017.10.7,4,3,5,67500,,337500,Flagship store
1063903225,274265,2017.10.9,4,3,-5,-67500,,-337500,Flagship store
1072080527,271169,2017.9.12,3,2,3,37800,,113400,OnlineShop
1082452472,272500,2019.12.20,10,6,3,50800,,152400,Flagship store
1084051279,269047,2019.8.11,3,1,1,42350,,42350,Flagship store
1089107131,274878,2018.5.20,1,1,4,56900,,227600,Homeshopping
1103283476,272436,2018.12.1,4,3,3,31450,,94350,OnlineShop
1103283476,272436,2018.12.9,4,3,-3,-31450,,-94350,OnlineShop
1115149945,267748,2018.7.6,10,6,3,4650,,13950,DepartmentStore
1115674704,271703,2017.11.28,3,1,2,25900,,51800,OnlineShop
1116722252,272172,2019.12.12,4,3,2,49150,,98300,OnlineShop
1116722252,272172,2019.12.16,4,3,-2,-49150,,-98300,OnlineShop
1118268231,273099,2019.5.12,3,5,1,35150,,35150,DepartmentStore
1125938185,274199,2018.1.24,10,5,2,66200,,132400,DepartmentStore
1125938185,274199,2018.2.1,10,5,-2,-66200,,-132400,DepartmentStore
1130161806,269413,2018.8.5,11,5,5,33850,,169250,DepartmentStore
1131911678,269623,2018.6.7,8,3,1,30850,,30850,DepartmentStore
1135792965,274147,2018.5.17,12,5,4,29650,,118600,OnlineShop
1135928076,267858,2017.12.9,10,5,5,66600,,333000,OnlineShop
1147273461,268572,2018.3.23,12,5,4,60850,,243400,OnlineShop
1147686786,270410,2019.5.2,2,6,3,71600,,214800,OnlineShop
1156863399,274897,2018.10.28,11,6,4,51400,,205600,Homeshopping
1167308476,267042,2019.2.25,11,5,1,5850,,5850,Homeshopping
1167308476,267042,2019.3.6,11,5,-1,-5850,,-5850,Homeshopping
1177826790,273516,2018.5.7,10,5,5,62550,,312750,DepartmentStore
1197119922,274978,2019.3.14,2,6,1,55800,,55800,Homeshopping
1199691927,272198,2017.10.29,10,3,3,33350,,100050,Flagship store
1206422963,268054,2019.7.29,3,5,1,52850,,52850,Homeshopping
1215875049,267407,2018.10.2,7,5,1,60850,,60850,Homeshopping
1223188982,273962,2019.6.29,7,5,4,43500,,174000,DepartmentStore
1224632887,272500,2019.12.15,7,5,2,6500,,13000,Homeshopping
1231486101,267148,2018.3.24,3,2,3,40650,,121950,OnlineShop
1236979776,273107,2017.2.26,4,4,3,60750,,182250,OnlineShop
1242532374,272241,2017.9.23,2,6,4,14750,,59000,Homeshopping
1245309100,267358,2018.8.16,12,5,4,10500,,42000,DepartmentStore
1247546663,268612,2017.7.16,10,3,2,31550,,63100,DepartmentStore
1252134827,269449,2017.4.25,7,5,2,15500,,31000,Flagship store
1253345240,272495,2019.7.27,3,2,4,16650,,66600,DepartmentStore
1253938178,273428,2019.5.5,2,6,1,17400,,17400,Flagship store
1254346337,270540,2018.2.15,1,1,1,52700,,52700,DepartmentStore
1255149551,268364,2020.2.7,12,5,1,24750,,24750,Homeshopping
1258536056,268731,2017.12.9,12,6,1,48600,,48600,Homeshopping
1262038605,267680,2019.10.17,5,3,2,58950,,117900,OnlineShop
1262038605,267680,2019.10.22,5,3,-2,-58950,,-117900,OnlineShop
1262724255,270831,2018.1.2,1,4,5,52350,,261750,Homeshopping
1274072334,268603,2017.12.4,12,5,2,40850,,81700,Homeshopping
1274072334,268603,2017.12.8,12,5,-2,-40850,,-81700,Homeshopping
1278547891,270252,2020.2.3,1,4,2,73850,,147700,OnlineShop
1283850231,270688,2017.6.24,10,5,1,67350,,67350,Flagship store
1295194508,267448,2017.12.10,10,5,4,69150,,276600,DepartmentStore
1300850641,270350,2019.1.31,6,5,5,74600,,373000,OnlineShop
1300892127,268089,2018.10.1,3,1,1,67700,,67700,DepartmentStore
1300892127,268089,2018.10.5,3,1,-1,-67700,,-67700,DepartmentStore
1306004541,273451,2019.12.22,12,6,5,47800,,239000,OnlineShop
1306849718,274306,2017.6.10,12,5,5,63600,,318000,OnlineShop
1309124328,268189,2019.8.6,12,6,4,60500,,242000,DepartmentStore
1309759517,274358,2017.4.8,7,5,1,14800,,14800,DepartmentStore
1309759517,274358,2017.4.12,7,5,-1,-14800,,-14800,DepartmentStore
1311132963,271478,2018.11.28,5,3,5,71850,,359250,OnlineShop
1311422554,273740,2019.10.24,1,1,4,17650,,70600,OnlineShop
1315583323,268033,2019.4.6,3,2,5,29700,,148500,Homeshopping
1317241497,271150,2018.12.26,10,6,3,36100,,108300,Homeshopping
1318464349,272948,2019.4.20,1,2,3,43250,,129750,OnlineShop
1324013031,269333,2019.1.26,10,5,3,64300,,192900,Homeshopping
1324548445,273677,2017.3.23,7,5,3,8750,,26250,OnlineShop
1330248674,273471,2017.2.5,1,4,3,24700,,74100,Homeshopping
1330248674,273471,2017.2.7,1,4,-3,-24700,,-74100,Homeshopping
1330429672,270831,2019.12.9,6,5,3,53400,,160200,Flagship store
1336321430,271019,2018.12.30,3,5,2,16450,,32900,Homeshopping
1341875743,272704,2019.9.12,2,6,3,73400,,220200,Homeshopping
1346965027,274596,2019.10.11,8,3,5,17450,,87250,Homeshopping
1351359961,268834,2018.9.3,3,5,4,22500,,90000,DepartmentStore
1355957716,267772,2017.9.6,12,5,3,28300,,84900,Homeshopping
1369342894,268654,2018.9.11,12,6,5,31650,,158250,Homeshopping
1370187999,271076,2018.9.17,12,5,5,8950,,44750,OnlineShop
1375928420,269586,2017.12.13,4,2,2,74000,,148000,OnlineShop
1377815749,274654,2018.5.9,10,6,4,38500,,154000,DepartmentStore
1396096325,274028,2017.12.9,4,4,5,62050,,310250,OnlineShop
1398103158,270002,2019.8.17,4,2,2,12050,,24100,Homeshopping
1399015653,268470,2019.1.16,12,6,5,21000,,105000,Homeshopping
1403210199,271045,2018.5.17,1,2,1,44700,,44700,Homeshopping
1403600511,271477,2019.2.2,1,1,4,72500,,290000,Flagship store
1407823655,268914,2017.6.8,10,5,1,62600,,62600,DepartmentStore
1428024600,272225,2018.10.20,6,5,1,16750,,16750,Flagship store
1453192701,274748,2018.4.7,3,1,3,30350,,91050,Homeshopping
1456800505,274327,2017.4.19,5,3,3,40400,,121200,Flagship store
1461660797,270264,2018.12.13,1,2,5,26450,,132250,Homeshopping
1465175267,271344,2019.11.2,3,5,2,53850,,107700,OnlineShop
1466334701,273823,2019.8.13,2,6,4,73750,,295000,DepartmentStore
1468172213,266883,2018.12.13,1,1,4,21750,,87000,OnlineShop
1478006754,271102,2018.1.26,4,1,2,59350,,118700,Homeshopping
1485663085,273128,2017.10.28,3,5,1,24550,,24550,Homeshopping
1498724945,267538,2017.7.4,1,2,1,60500,,60500,Homeshopping
1498724945,267538,2017.7.11,1,2,-1,-60500,,-60500,Homeshopping
1500629423,274428,2017.3.14,11,6,2,34050,,68100,DepartmentStore
1500629423,274428,2017.3.20,11,6,-2,-34050,,-68100,DepartmentStore
1515836720,271147,2019.1.21,12,6,1,18500,,18500,Flagship store
1517580412,274778,2019.10.23,4,1,3,5050,,15150,Homeshopping
1518921510,271589,2017.10.5,3,5,2,10600,,21200,DepartmentStore
1522066770,274645,2017.12.24,10,5,5,43450,,217250,Homeshopping
1531538858,273051,2019.3.19,8,3,4,52600,,210400,Flagship store
1531538858,273051,2019.3.25,8,3,-4,-52600,,-210400,Flagship store
1533073344,273775,2017.11.28,3,1,1,56050,,56050,DepartmentStore
1536970709,272893,2017.9.5,4,2,3,53000,,159000,OnlineShop
1551902938,273081,2018.10.4,4,2,3,44000,,132000,DepartmentStore
1551902938,273081,2018.10.10,4,2,-3,-44000,,-132000,DepartmentStore
1554217041,273503,2019.3.23,3,1,1,70100,,70100,OnlineShop
1556463945,268606,2019.8.30,4,4,1,9450,,9450,Homeshopping
1563634628,268522,2019.8.27,3,5,5,48100,,240500,DepartmentStore
1564657222,275190,2018.4.10,10,5,3,53100,,159300,DepartmentStore
1571002198,275023,2020.2.19,6,5,4,29350,,117400,OnlineShop
1571854222,274925,2018.7.31,1,4,1,4950,,4950,Flagship store
1572387472,271202,2017.3.29,1,4,1,53050,,53050,Homeshopping
1575758422,271961,2017.11.17,1,1,4,42100,,168400,OnlineShop
1582746732,270140,2018.6.23,3,5,1,32050,,32050,Flagship store
1583849791,268502,2018.12.9,3,1,3,23400,,70200,DepartmentStore
1589602286,270970,2017.3.3,11,5,1,59550,,59550,Homeshopping
1595172133,272037,2018.12.26,12,6,2,73900,,147800,Flagship store
1598628253,273067,2017.11.18,10,3,4,9550,,38200,OnlineShop
1600638529,268360,2017.12.18,4,4,3,9000,,27000,DepartmentStore
1600929978,271583,2018.10.3,12,5,3,66600,,199800,Flagship store
1600965682,270485,2017.10.9,3,5,4,28550,,114200,OnlineShop
1610303308,268922,2018.1.22,8,3,5,14400,,72000,OnlineShop
1613752613,272566,2019.10.11,10,3,3,34750,,104250,OnlineShop
1616853579,268044,2018.9.8,10,6,3,45450,,136350,DepartmentStore
1631349777,273922,2018.9.5,3,1,3,48800,,146400,Homeshopping
1631349777,273922,2018.9.15,3,1,-3,-48800,,-146400,Homeshopping
1633483175,271195,2019.1.28,10,3,5,66700,,333500,Homeshopping
1635378848,273515,2019.5.22,8,3,2,34750,,69500,DepartmentStore
1635889796,274311,2018.12.21,9,3,2,40500,,81000,OnlineShop
1637990807,274147,2019.8.20,6,5,4,70550,,282200,OnlineShop
1649868265,272847,2019.4.14,10,3,1,33800,,33800,DepartmentStore
1653245837,273662,2017.8.30,10,5,3,6750,,20250,Homeshopping
1657099167,270780,2020.1.29,10,5,2,19450,,38900,Homeshopping
1664332134,274689,2017.4.14,10,5,4,38050,,152200,Homeshopping
1664332134,274689,2017.4.18,10,5,-4,-38050,,-152200,Homeshopping
1671101568,273444,2017.12.26,11,6,5,73550,,367750,OnlineShop
1690848568,273030,2018.12.20,11,5,5,11650,,58250,Flagship store
1698625713,268551,2017.12.9,3,1,4,17500,,70000,Homeshopping
1701004853,269233,2018.5.30,4,3,5,64900,,324500,OnlineShop
1709296728,268973,2019.11.2,11,5,3,39700,,119100,Flagship store
1710509811,273040,2017.6.20,11,5,3,39700,,119100,DepartmentStore
1718291105,268081,2018.10.17,9,3,4,33100,,132400,DepartmentStore
1720546734,270628,2020.1.5,4,2,3,25350,,76050,OnlineShop
1723212765,274489,2018.8.29,6,5,1,8950,,8950,Homeshopping
1737257883,270892,2017.12.17,4,3,5,56750,,283750,Flagship store
1737257883,270892,2017.12.21,4,3,-5,-56750,,-283750,Flagship store
1744439609,269038,2018.4.17,3,2,4,21850,,87400,OnlineShop
1745886641,268198,2019.4.17,10,6,1,57400,,57400,Flagship store
1765311651,272759,2019.12.16,11,6,3,10450,,31350,DepartmentStore
1772247294,273471,2018.7.12,10,6,3,52550,,157650,Homeshopping
